station_id,station_name,province,district,rain_total,status,timestamp,data_time
Phường 8,Phường 8,Ca_Mau,phường Bạc Liêu,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
An Xuyên,An Xuyên,Ca_Mau,phường An Xuyên,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Nguyễn Phích,Nguyễn Phích,Ca_Mau,xã Nguyễn Phích,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Ninh Thạnh Lợi,Ninh Thạnh Lợi,Ca_Mau,xã Ninh Thạnh Lợi,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Châu Thới,Châu Thới,Ca_Mau,xã Châu Thới,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Tân Phong,Tân Phong,Ca_Mau,xã Phong Thạnh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Khánh Bình,Khánh Bình,Ca_Mau,xã Khánh Bình,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Định Thành,Định Thành,Ca_Mau,xã Định Thành,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Ngã Tư Ninh Quới,Ngã Tư Ninh Quới,Ca_Mau,xã Ninh Quới,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Điền Hải,Điền Hải,Ca_Mau,xã Long Điền,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Hàm Rồng,Hàm Rồng,Ca_Mau,xã Năm Căn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Phó Sinh,Phó Sinh,Ca_Mau,xã Phước Long,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Lâm Hải,Lâm Hải,Ca_Mau,xã Đất Mới,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cái Cùng,Cái Cùng,Ca_Mau,xã Vĩnh Hậu,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cầu số 2,Cầu số 2,Ca_Mau,xã Vĩnh Mỹ,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Tân Hưng,Tân Hưng,Ca_Mau,xã Tân Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Tân Tiến,Tân Tiến,Ca_Mau,xã Tân Tiến,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Phong Thạnh Đông,Phong Thạnh Đông,Ca_Mau,phường Láng Tròn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Hiệp Thành,Hiệp Thành,Ca_Mau,phường Hiệp Thành,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Tân Thành,Tân Thành,Ca_Mau,phường Tân Thành,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Phú Hưng,Phú Hưng,Ca_Mau,xã Lương Thế Trân,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Biển Bạch,Biển Bạch,Ca_Mau,xã Biển Bạch,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Ngọc Chánh,Ngọc Chánh,Ca_Mau,xã Thanh Tùng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Khánh An,Khánh An,Ca_Mau,xã Khánh An,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Lý Văn Lâm,Lý Văn Lâm,Ca_Mau,phường Lý Văn Lâm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Hưng Hội,Hưng Hội,Ca_Mau,xã Hưng Hội,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Tam Giang Đông,Tam Giang Đông,Ca_Mau,xã Tam Giang,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Đất Mũi,Đất Mũi,Ca_Mau,xã Đất Mũi,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Phú Thuận,Phú Thuận,Ca_Mau,xã Phú Mỹ,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Chủ Chí,Chủ Chí,Ca_Mau,xã Phong Hiệp,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Viên An,Viên An,Ca_Mau,xã Đất Mũi,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Rạch Chèo,Rạch Chèo,Ca_Mau,xã Nguyễn Việt Khái,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Trí Lực,Trí Lực,Ca_Mau,xã Trí Phải,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Khánh Hội,Khánh Hội,Ca_Mau,xã Khánh Lâm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Hưng Phú,Hưng Phú,Ca_Mau,xã Vĩnh Thanh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Ngan Dừa,Ngan Dừa,Ca_Mau,xã Hồng Dân,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Viên An Đông,Viên An Đông,Ca_Mau,xã Phan Ngọc Hiển,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
NT.Đông Hải,NT.Đông Hải,Ca_Mau,xã Vĩnh Hậu,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Phú Tân,Phú Tân,Ca_Mau,xã Phú Tân,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Thới Bình,Thới Bình,Ca_Mau,xã Thới Bình,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Trần Văn Thời,Trần Văn Thời,Ca_Mau,xã Trần Văn Thời,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Long Điền Tây,Long Điền Tây,Ca_Mau,xã Định Thành,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cái Nước,Cái Nước,Ca_Mau,xã Cái Nước,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
NTQĐ.U Minh,NTQĐ.U Minh,Ca_Mau,xã Khánh Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Giá Rai,Giá Rai,Ca_Mau,phường Giá Rai,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Đầm Dơi,Đầm Dơi,Ca_Mau,xã Đầm Dơi,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
U Minh(BĐ),U Minh(BĐ),Ca_Mau,xã Nguyễn Phích,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Phường 8,Phường 8,Ca_Mau,phường Bạc Liêu,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
An Xuyên,An Xuyên,Ca_Mau,phường An Xuyên,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Nguyễn Phích,Nguyễn Phích,Ca_Mau,xã Nguyễn Phích,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Ninh Thạnh Lợi,Ninh Thạnh Lợi,Ca_Mau,xã Ninh Thạnh Lợi,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Châu Thới,Châu Thới,Ca_Mau,xã Châu Thới,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Tân Phong,Tân Phong,Ca_Mau,xã Phong Thạnh,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Khánh Bình,Khánh Bình,Ca_Mau,xã Khánh Bình,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Định Thành,Định Thành,Ca_Mau,xã Định Thành,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Ngã Tư Ninh Quới,Ngã Tư Ninh Quới,Ca_Mau,xã Ninh Quới,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Điền Hải,Điền Hải,Ca_Mau,xã Long Điền,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Hàm Rồng,Hàm Rồng,Ca_Mau,xã Năm Căn,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Phó Sinh,Phó Sinh,Ca_Mau,xã Phước Long,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Lâm Hải,Lâm Hải,Ca_Mau,xã Đất Mới,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Cái Cùng,Cái Cùng,Ca_Mau,xã Vĩnh Hậu,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Cầu số 2,Cầu số 2,Ca_Mau,xã Vĩnh Mỹ,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Tân Hưng,Tân Hưng,Ca_Mau,xã Tân Hưng,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Tân Tiến,Tân Tiến,Ca_Mau,xã Tân Tiến,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Phong Thạnh Đông,Phong Thạnh Đông,Ca_Mau,phường Láng Tròn,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Hiệp Thành,Hiệp Thành,Ca_Mau,phường Hiệp Thành,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Tân Thành,Tân Thành,Ca_Mau,phường Tân Thành,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Phú Hưng,Phú Hưng,Ca_Mau,xã Lương Thế Trân,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Biển Bạch,Biển Bạch,Ca_Mau,xã Biển Bạch,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Ngọc Chánh,Ngọc Chánh,Ca_Mau,xã Thanh Tùng,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Khánh An,Khánh An,Ca_Mau,xã Khánh An,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
Lý Văn Lâm,Lý Văn Lâm,Ca_Mau,phường Lý Văn Lâm,0.0,Không mưa,19/03/2026 22:28,19/03/2026 22:28:43
