station_id,station_name,province,district,rain_total,status,timestamp,data_time
Bãi Thơm,Bãi Thơm,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
An Thới,An Thới,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Cửa Cạn,Cửa Cạn,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Lại Sơn,Lại Sơn,An_Giang,đặc khu Kiên Hải,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Thuận Hòa,Thuận Hòa,An_Giang,xã Tân Thạnh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
An Ninh KV3,An Ninh KV3,An_Giang,xã An Minh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Vĩnh Thuận,Vĩnh Thuận,An_Giang,xã Vĩnh Phong,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Gò Quao,Gò Quao,An_Giang,xã Gò Quao,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Vĩnh Xương,Vĩnh Xương,An_Giang,xã Vĩnh Xương,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Vĩnh Hoà Hưng,Vĩnh Hoà Hưng,An_Giang,xã Vĩnh Hòa Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Tà Lọt,Tà Lọt,An_Giang,xã Núi Cấm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Hồ Soài Check,Hồ Soài Check,An_Giang,xã Tri Tôn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Nhơn Hội,Nhơn Hội,An_Giang,xã Nhơn Hội,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Châu Phong,Châu Phong,An_Giang,xã Châu Phong,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Giồng Riềng,Giồng Riềng,An_Giang,xã Thạnh Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
An Nông,An Nông,An_Giang,phường Tịnh Biên,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Núi Sập,Núi Sập,An_Giang,xã Thoại Sơn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Tri Tôn,Tri Tôn,An_Giang,xã Hòn Đất,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Mỹ Hội Đông,Mỹ Hội Đông,An_Giang,xã Nhơn Mỹ,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
An Hảo,An Hảo,An_Giang,xã Núi Cấm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Hội An,Hội An,An_Giang,xã Hội An,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Hồ Ô Thum,Hồ Ô Thum,An_Giang,xã Ô Lâm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Hồ Núi Dài 2,Hồ Núi Dài 2,An_Giang,xã Ba Chúc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Cô Tô,Cô Tô,An_Giang,xã Cô Tô,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Vĩnh Điền,Vĩnh Điền,An_Giang,xã An Biên,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Thới Sơn,Thới Sơn,An_Giang,phường Thới Sơn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Tấn Mỹ,Tấn Mỹ,An_Giang,xã Cù Lao Giêng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:03
Bãi Thơm,Bãi Thơm,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
An Thới,An Thới,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Cửa Cạn,Cửa Cạn,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Lại Sơn,Lại Sơn,An_Giang,đặc khu Kiên Hải,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Thuận Hòa,Thuận Hòa,An_Giang,xã Tân Thạnh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
An Ninh KV3,An Ninh KV3,An_Giang,xã An Minh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Vĩnh Thuận,Vĩnh Thuận,An_Giang,xã Vĩnh Phong,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Gò Quao,Gò Quao,An_Giang,xã Gò Quao,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Vĩnh Xương,Vĩnh Xương,An_Giang,xã Vĩnh Xương,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Vĩnh Hoà Hưng,Vĩnh Hoà Hưng,An_Giang,xã Vĩnh Hòa Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Tà Lọt,Tà Lọt,An_Giang,xã Núi Cấm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Hồ Soài Check,Hồ Soài Check,An_Giang,xã Tri Tôn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Nhơn Hội,Nhơn Hội,An_Giang,xã Nhơn Hội,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Châu Phong,Châu Phong,An_Giang,xã Châu Phong,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Giồng Riềng,Giồng Riềng,An_Giang,xã Thạnh Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
An Nông,An Nông,An_Giang,phường Tịnh Biên,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Núi Sập,Núi Sập,An_Giang,xã Thoại Sơn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Tri Tôn,Tri Tôn,An_Giang,xã Hòn Đất,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Mỹ Hội Đông,Mỹ Hội Đông,An_Giang,xã Nhơn Mỹ,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
An Hảo,An Hảo,An_Giang,xã Núi Cấm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Hội An,Hội An,An_Giang,xã Hội An,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Hồ Ô Thum,Hồ Ô Thum,An_Giang,xã Ô Lâm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Hồ Núi Dài 2,Hồ Núi Dài 2,An_Giang,xã Ba Chúc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Cô Tô,Cô Tô,An_Giang,xã Cô Tô,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Vĩnh Điền,Vĩnh Điền,An_Giang,xã An Biên,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Thới Sơn,Thới Sơn,An_Giang,phường Thới Sơn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Tấn Mỹ,Tấn Mỹ,An_Giang,xã Cù Lao Giêng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 23:44:15
Bãi Thơm,Bãi Thơm,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
An Thới,An Thới,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Cửa Cạn,Cửa Cạn,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Lại Sơn,Lại Sơn,An_Giang,đặc khu Kiên Hải,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Thuận Hòa,Thuận Hòa,An_Giang,xã Tân Thạnh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
An Ninh KV3,An Ninh KV3,An_Giang,xã An Minh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Vĩnh Thuận,Vĩnh Thuận,An_Giang,xã Vĩnh Phong,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Gò Quao,Gò Quao,An_Giang,xã Gò Quao,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Vĩnh Xương,Vĩnh Xương,An_Giang,xã Vĩnh Xương,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Vĩnh Hoà Hưng,Vĩnh Hoà Hưng,An_Giang,xã Vĩnh Hòa Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Tà Lọt,Tà Lọt,An_Giang,xã Núi Cấm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Hồ Soài Check,Hồ Soài Check,An_Giang,xã Tri Tôn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Nhơn Hội,Nhơn Hội,An_Giang,xã Nhơn Hội,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Châu Phong,Châu Phong,An_Giang,xã Châu Phong,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Giồng Riềng,Giồng Riềng,An_Giang,xã Thạnh Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
An Nông,An Nông,An_Giang,phường Tịnh Biên,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Núi Sập,Núi Sập,An_Giang,xã Thoại Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Tri Tôn,Tri Tôn,An_Giang,xã Hòn Đất,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Mỹ Hội Đông,Mỹ Hội Đông,An_Giang,xã Nhơn Mỹ,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
An Hảo,An Hảo,An_Giang,xã Núi Cấm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Hội An,Hội An,An_Giang,xã Hội An,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Hồ Ô Thum,Hồ Ô Thum,An_Giang,xã Ô Lâm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Hồ Núi Dài 2,Hồ Núi Dài 2,An_Giang,xã Ba Chúc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Cô Tô,Cô Tô,An_Giang,xã Cô Tô,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Vĩnh Điền,Vĩnh Điền,An_Giang,xã An Biên,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Thới Sơn,Thới Sơn,An_Giang,phường Thới Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Tấn Mỹ,Tấn Mỹ,An_Giang,xã Cù Lao Giêng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:06
Bãi Thơm,Bãi Thơm,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:25
An Thới,An Thới,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:25
Cửa Cạn,Cửa Cạn,An_Giang,đặc khu Phú Quốc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:25
Lại Sơn,Lại Sơn,An_Giang,đặc khu Kiên Hải,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:25
Thuận Hòa,Thuận Hòa,An_Giang,xã Tân Thạnh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:25
An Ninh KV3,An Ninh KV3,An_Giang,xã An Minh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 00:20:25
