station_id,station_name,province,district,rain_total,status,timestamp,data_time
Ba Láng,Ba Láng,Can_Tho,phường Cái Răng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Xuân Hòa,Xuân Hòa,Can_Tho,xã An Lạc Thôn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Thạnh An,Thạnh An,Can_Tho,xã Thạnh Quới,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Thạnh Lộc,Thạnh Lộc,Can_Tho,xã Vĩnh Thạnh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Giai Xuân,Giai Xuân,Can_Tho,xã Phong Điền,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Trường Long,Trường Long,Can_Tho,xã Trường Long,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Vĩnh Lợi,Vĩnh Lợi,Can_Tho,xã Vĩnh Lợi,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Thới Hưng,Thới Hưng,Can_Tho,xã Thới Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
An Thạnh 3,An Thạnh 3,Can_Tho,xã Cù Lao Dung,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Đông Thuận,Đông Thuận,Can_Tho,xã Đông Thuận,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Châu Thành,Châu Thành,Can_Tho,xã Phú Tâm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Tân Phú,Tân Phú,Can_Tho,phường Hưng Phú,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Bình Thủy,Bình Thủy,Can_Tho,phường Bình Thủy,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Vĩnh Trinh,Vĩnh Trinh,Can_Tho,xã Vĩnh Trinh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Ngã Năm,Ngã Năm,Can_Tho,phường Ngã Năm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Rạch Gòi,Rạch Gòi,Can_Tho,xã Thạnh Xuân,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Ô Môn,Ô Môn,Can_Tho,phường Phước Thới,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Kế Sách,Kế Sách,Can_Tho,xã Kế Sách,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Vị Thanh,Vị Thanh,Can_Tho,xã Vị Thanh 1,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Đông Phước A,Đông Phước A,Can_Tho,xã Đông Phước,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Thị trấn Một Ngàn,Thị trấn Một Ngàn,Can_Tho,xã Tân Hòa,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Thốt Nốt,Thốt Nốt,Can_Tho,phường Thuận Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Lâm trường Mùa Xuân,Lâm trường Mùa Xuân,Can_Tho,xã Tân Phước Hưng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Long Phú,Long Phú,Can_Tho,phường Long Phú 1,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Đông Phước,Đông Phước,Can_Tho,xã Đông Phước,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Vĩnh Trung,Vĩnh Trung,Can_Tho,xã Vĩnh Tường,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Vĩnh Thuận Tây,Vĩnh Thuận Tây,Can_Tho,xã Vĩnh Thuận Đông,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Thuận Hưng,Thuận Hưng,Can_Tho,xã Xà Phiên,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Tân Phú Thạnh,Tân Phú Thạnh,Can_Tho,xã Thạnh Xuân,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Vĩnh Viễn,Vĩnh Viễn,Can_Tho,xã Vĩnh Viễn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Hỏa Tiến,Hỏa Tiến,Can_Tho,xã Hỏa Lựu,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
