station_id,station_name,province,district,rain_total,status,timestamp,data_time
Ba Láng,Ba Láng,Can_Tho,phường Cái Răng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Xuân Hòa,Xuân Hòa,Can_Tho,xã An Lạc Thôn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Thạnh An,Thạnh An,Can_Tho,xã Thạnh Quới,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Thạnh Lộc,Thạnh Lộc,Can_Tho,xã Vĩnh Thạnh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Giai Xuân,Giai Xuân,Can_Tho,xã Phong Điền,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Trường Long,Trường Long,Can_Tho,xã Trường Long,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Vĩnh Lợi,Vĩnh Lợi,Can_Tho,xã Vĩnh Lợi,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Thới Hưng,Thới Hưng,Can_Tho,xã Thới Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
An Thạnh 3,An Thạnh 3,Can_Tho,xã Cù Lao Dung,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Đông Thuận,Đông Thuận,Can_Tho,xã Đông Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Châu Thành,Châu Thành,Can_Tho,xã Phú Tâm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Tân Phú,Tân Phú,Can_Tho,phường Hưng Phú,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Bình Thủy,Bình Thủy,Can_Tho,phường Bình Thủy,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Vĩnh Trinh,Vĩnh Trinh,Can_Tho,xã Vĩnh Trinh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Ngã Năm,Ngã Năm,Can_Tho,phường Ngã Năm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Rạch Gòi,Rạch Gòi,Can_Tho,xã Thạnh Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Ô Môn,Ô Môn,Can_Tho,phường Phước Thới,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Kế Sách,Kế Sách,Can_Tho,xã Kế Sách,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Vị Thanh,Vị Thanh,Can_Tho,xã Vị Thanh 1,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Đông Phước A,Đông Phước A,Can_Tho,xã Đông Phước,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Thị trấn Một Ngàn,Thị trấn Một Ngàn,Can_Tho,xã Tân Hòa,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Thốt Nốt,Thốt Nốt,Can_Tho,phường Thuận Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Lâm trường Mùa Xuân,Lâm trường Mùa Xuân,Can_Tho,xã Tân Phước Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Long Phú,Long Phú,Can_Tho,phường Long Phú 1,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Đông Phước,Đông Phước,Can_Tho,xã Đông Phước,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Vĩnh Trung,Vĩnh Trung,Can_Tho,xã Vĩnh Tường,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Vĩnh Thuận Tây,Vĩnh Thuận Tây,Can_Tho,xã Vĩnh Thuận Đông,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Thuận Hưng,Thuận Hưng,Can_Tho,xã Xà Phiên,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Tân Phú Thạnh,Tân Phú Thạnh,Can_Tho,xã Thạnh Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Vĩnh Viễn,Vĩnh Viễn,Can_Tho,xã Vĩnh Viễn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Hỏa Tiến,Hỏa Tiến,Can_Tho,xã Hỏa Lựu,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Hiệp Hưng,Hiệp Hưng,Can_Tho,xã Hiệp Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Mái Dầm,Mái Dầm,Can_Tho,xã Châu Thành,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Hòa Mỹ,Hòa Mỹ,Can_Tho,xã Phụng Hiệp,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Hòa An,Hòa An,Can_Tho,xã Hòa An,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Lương Nghĩa,Lương Nghĩa,Can_Tho,xã Lương Tâm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Long Phú 2,Long Phú 2,Can_Tho,xã Long Phú,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
"Phường 5, Vị Thanh","Phường 5, Vị Thanh",Can_Tho,phường Vị Tân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Mỹ Tú,Mỹ Tú,Can_Tho,xã Mỹ Tú,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Lương Tâm,Lương Tâm,Can_Tho,xã Lương Tâm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Khu bảo tồn Lung Ngọc Hoàng,Khu bảo tồn Lung Ngọc Hoàng,Can_Tho,xã Phương Bình,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Vĩnh Châu,Vĩnh Châu,Can_Tho,phường Vĩnh Châu,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Ba Láng,Ba Láng,Can_Tho,phường Cái Răng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Xuân Hòa,Xuân Hòa,Can_Tho,xã An Lạc Thôn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Thạnh An,Thạnh An,Can_Tho,xã Thạnh Quới,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Thạnh Lộc,Thạnh Lộc,Can_Tho,xã Vĩnh Thạnh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Giai Xuân,Giai Xuân,Can_Tho,xã Phong Điền,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Trường Long,Trường Long,Can_Tho,xã Trường Long,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Vĩnh Lợi,Vĩnh Lợi,Can_Tho,xã Vĩnh Lợi,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Thới Hưng,Thới Hưng,Can_Tho,xã Thới Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
An Thạnh 3,An Thạnh 3,Can_Tho,xã Cù Lao Dung,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Đông Thuận,Đông Thuận,Can_Tho,xã Đông Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Châu Thành,Châu Thành,Can_Tho,xã Phú Tâm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Tân Phú,Tân Phú,Can_Tho,phường Hưng Phú,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Bình Thủy,Bình Thủy,Can_Tho,phường Bình Thủy,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Vĩnh Trinh,Vĩnh Trinh,Can_Tho,xã Vĩnh Trinh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Ngã Năm,Ngã Năm,Can_Tho,phường Ngã Năm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Rạch Gòi,Rạch Gòi,Can_Tho,xã Thạnh Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Ô Môn,Ô Môn,Can_Tho,phường Phước Thới,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Kế Sách,Kế Sách,Can_Tho,xã Kế Sách,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Vị Thanh,Vị Thanh,Can_Tho,xã Vị Thanh 1,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Đông Phước A,Đông Phước A,Can_Tho,xã Đông Phước,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Thị trấn Một Ngàn,Thị trấn Một Ngàn,Can_Tho,xã Tân Hòa,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Thốt Nốt,Thốt Nốt,Can_Tho,phường Thuận Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Lâm trường Mùa Xuân,Lâm trường Mùa Xuân,Can_Tho,xã Tân Phước Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Long Phú,Long Phú,Can_Tho,phường Long Phú 1,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Đông Phước,Đông Phước,Can_Tho,xã Đông Phước,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Vĩnh Trung,Vĩnh Trung,Can_Tho,xã Vĩnh Tường,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Vĩnh Thuận Tây,Vĩnh Thuận Tây,Can_Tho,xã Vĩnh Thuận Đông,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Thuận Hưng,Thuận Hưng,Can_Tho,xã Xà Phiên,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Tân Phú Thạnh,Tân Phú Thạnh,Can_Tho,xã Thạnh Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Vĩnh Viễn,Vĩnh Viễn,Can_Tho,xã Vĩnh Viễn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Hỏa Tiến,Hỏa Tiến,Can_Tho,xã Hỏa Lựu,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Hiệp Hưng,Hiệp Hưng,Can_Tho,xã Hiệp Hưng,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Mái Dầm,Mái Dầm,Can_Tho,xã Châu Thành,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Hòa Mỹ,Hòa Mỹ,Can_Tho,xã Phụng Hiệp,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Hòa An,Hòa An,Can_Tho,xã Hòa An,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Lương Nghĩa,Lương Nghĩa,Can_Tho,xã Lương Tâm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Long Phú 2,Long Phú 2,Can_Tho,xã Long Phú,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
"Phường 5, Vị Thanh","Phường 5, Vị Thanh",Can_Tho,phường Vị Tân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Mỹ Tú,Mỹ Tú,Can_Tho,xã Mỹ Tú,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Lương Tâm,Lương Tâm,Can_Tho,xã Lương Tâm,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Khu bảo tồn Lung Ngọc Hoàng,Khu bảo tồn Lung Ngọc Hoàng,Can_Tho,xã Phương Bình,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
