station_id,station_name,province,district,rain_total,status,timestamp,data_time
Cống Phú Phong,Cống Phú Phong,Dong_Thap,xã Vĩnh Kim,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cụm Thủy nông Gò Công,Cụm Thủy nông Gò Công,Dong_Thap,phường Bình Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Sa Đéc,Sa Đéc,Dong_Thap,phường Sa Đéc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cụm Thủy nông Xuân Hòa,Cụm Thủy nông Xuân Hòa,Dong_Thap,xã Bình Ninh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
VP CN TN Gò Công,VP CN TN Gò Công,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cống Tân Thuận Bình,Cống Tân Thuận Bình,Dong_Thap,xã Tân Thuận Bình,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cống Gia Thuận,Cống Gia Thuận,Dong_Thap,xã Gia Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cống Rạch Bùn,Cống Rạch Bùn,Dong_Thap,xã Tân Điền,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Gò Công Đông,Gò Công Đông,Dong_Thap,phường Long Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cụm Thủy nông Cái Bè,Cụm Thủy nông Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cụm Thủy Nông Long Uông,Cụm Thủy Nông Long Uông,Dong_Thap,xã Tân Hòa,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cái Bè,Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cống số 3 Sông Tra,Cống số 3 Sông Tra,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Chợ Gạo,Chợ Gạo,Dong_Thap,xã Chợ Gạo,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cống Rạch Mương,Cống Rạch Mương,Dong_Thap,xã Tân Phú Đông,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Phú Mỹ,Phú Mỹ,Dong_Thap,xã Hưng Thạnh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
VP CN Thủy Nông Bảo Định,VP CN Thủy Nông Bảo Định,Dong_Thap,phường Trung An,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cụm Thủy nông Vàm Giồng,Cụm Thủy nông Vàm Giồng,Dong_Thap,xã Vĩnh Hựu,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:14:47
Cống Phú Phong,Cống Phú Phong,Dong_Thap,xã Vĩnh Kim,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cụm Thủy nông Gò Công,Cụm Thủy nông Gò Công,Dong_Thap,phường Bình Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Sa Đéc,Sa Đéc,Dong_Thap,phường Sa Đéc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cụm Thủy nông Xuân Hòa,Cụm Thủy nông Xuân Hòa,Dong_Thap,xã Bình Ninh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
VP CN TN Gò Công,VP CN TN Gò Công,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cống Tân Thuận Bình,Cống Tân Thuận Bình,Dong_Thap,xã Tân Thuận Bình,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cống Gia Thuận,Cống Gia Thuận,Dong_Thap,xã Gia Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cống Rạch Bùn,Cống Rạch Bùn,Dong_Thap,xã Tân Điền,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Gò Công Đông,Gò Công Đông,Dong_Thap,phường Long Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cụm Thủy nông Cái Bè,Cụm Thủy nông Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cụm Thủy Nông Long Uông,Cụm Thủy Nông Long Uông,Dong_Thap,xã Tân Hòa,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cái Bè,Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cống số 3 Sông Tra,Cống số 3 Sông Tra,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Chợ Gạo,Chợ Gạo,Dong_Thap,xã Chợ Gạo,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cống Rạch Mương,Cống Rạch Mương,Dong_Thap,xã Tân Phú Đông,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Phú Mỹ,Phú Mỹ,Dong_Thap,xã Hưng Thạnh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
VP CN Thủy Nông Bảo Định,VP CN Thủy Nông Bảo Định,Dong_Thap,phường Trung An,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cụm Thủy nông Vàm Giồng,Cụm Thủy nông Vàm Giồng,Dong_Thap,xã Vĩnh Hựu,0.0,Không mưa,20/03/2026 19:00,20/03/2026 13:18:06
Cống Phú Phong,Cống Phú Phong,Dong_Thap,xã Vĩnh Kim,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cụm Thủy nông Gò Công,Cụm Thủy nông Gò Công,Dong_Thap,phường Bình Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Sa Đéc,Sa Đéc,Dong_Thap,phường Sa Đéc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cụm Thủy nông Xuân Hòa,Cụm Thủy nông Xuân Hòa,Dong_Thap,xã Bình Ninh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
VP CN TN Gò Công,VP CN TN Gò Công,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cống Tân Thuận Bình,Cống Tân Thuận Bình,Dong_Thap,xã Tân Thuận Bình,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cống Gia Thuận,Cống Gia Thuận,Dong_Thap,xã Gia Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cống Rạch Bùn,Cống Rạch Bùn,Dong_Thap,xã Tân Điền,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Gò Công Đông,Gò Công Đông,Dong_Thap,phường Long Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cụm Thủy nông Cái Bè,Cụm Thủy nông Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cụm Thủy Nông Long Uông,Cụm Thủy Nông Long Uông,Dong_Thap,xã Tân Hòa,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cái Bè,Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cống số 3 Sông Tra,Cống số 3 Sông Tra,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Chợ Gạo,Chợ Gạo,Dong_Thap,xã Chợ Gạo,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cống Rạch Mương,Cống Rạch Mương,Dong_Thap,xã Tân Phú Đông,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Phú Mỹ,Phú Mỹ,Dong_Thap,xã Hưng Thạnh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
VP CN Thủy Nông Bảo Định,VP CN Thủy Nông Bảo Định,Dong_Thap,phường Trung An,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cụm Thủy nông Vàm Giồng,Cụm Thủy nông Vàm Giồng,Dong_Thap,xã Vĩnh Hựu,0.0,Không mưa,20/03/2026 19:00,20/03/2026 14:49:34
Cống Phú Phong,Cống Phú Phong,Dong_Thap,xã Vĩnh Kim,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cụm Thủy nông Gò Công,Cụm Thủy nông Gò Công,Dong_Thap,phường Bình Xuân,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Sa Đéc,Sa Đéc,Dong_Thap,phường Sa Đéc,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cụm Thủy nông Xuân Hòa,Cụm Thủy nông Xuân Hòa,Dong_Thap,xã Bình Ninh,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
VP CN TN Gò Công,VP CN TN Gò Công,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cống Tân Thuận Bình,Cống Tân Thuận Bình,Dong_Thap,xã Tân Thuận Bình,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cống Gia Thuận,Cống Gia Thuận,Dong_Thap,xã Gia Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cống Rạch Bùn,Cống Rạch Bùn,Dong_Thap,xã Tân Điền,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Gò Công Đông,Gò Công Đông,Dong_Thap,phường Long Thuận,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cụm Thủy nông Cái Bè,Cụm Thủy nông Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cụm Thủy Nông Long Uông,Cụm Thủy Nông Long Uông,Dong_Thap,xã Tân Hòa,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cái Bè,Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cống số 3 Sông Tra,Cống số 3 Sông Tra,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Chợ Gạo,Chợ Gạo,Dong_Thap,xã Chợ Gạo,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
Cống Rạch Mương,Cống Rạch Mương,Dong_Thap,xã Tân Phú Đông,0.0,Không mưa,20/03/2026 19:00,20/03/2026 15:03:31
