station_id,station_name,province,district,rain_total,status,timestamp,data_time
Cống Phú Phong,Cống Phú Phong,Dong_Thap,xã Vĩnh Kim,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cụm Thủy nông Gò Công,Cụm Thủy nông Gò Công,Dong_Thap,phường Bình Xuân,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Sa Đéc,Sa Đéc,Dong_Thap,phường Sa Đéc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cụm Thủy nông Xuân Hòa,Cụm Thủy nông Xuân Hòa,Dong_Thap,xã Bình Ninh,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
VP CN TN Gò Công,VP CN TN Gò Công,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cống Tân Thuận Bình,Cống Tân Thuận Bình,Dong_Thap,xã Tân Thuận Bình,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cống Gia Thuận,Cống Gia Thuận,Dong_Thap,xã Gia Thuận,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cống Rạch Bùn,Cống Rạch Bùn,Dong_Thap,xã Tân Điền,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Gò Công Đông,Gò Công Đông,Dong_Thap,phường Long Thuận,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cụm Thủy nông Cái Bè,Cụm Thủy nông Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cụm Thủy Nông Long Uông,Cụm Thủy Nông Long Uông,Dong_Thap,xã Tân Hòa,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cái Bè,Cái Bè,Dong_Thap,xã Cái Bè,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
Cống số 3 Sông Tra,Cống số 3 Sông Tra,Dong_Thap,xã Đồng Sơn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:06:09
