station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-10 16:18:11,statistical,medium,2026-03-10T16:18:11.049562,,32.5,36.1,26.8,31.3,69,84,65,72.6,1019.0,1018.0,1005.0,1010.2,5.5,5.9,1.4,3.6,258,194.6,0.0,7.2,0.2,0.9,22.1,49,70,44,57.4,13.1,15.3,9.4,13.0,10
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-10 16:18:11,statistical,medium,2026-03-10T16:18:11.350889,,30.0,35.3,25.3,30.1,71,85,65,74.8,1017.0,1020.0,1005.0,1012.8,3.3,5.9,1.2,3.5,164,19.2,0.0,8.0,1.1,1.0,24.0,57,70,48,60.2,12.1,16.1,9.9,13.2,5
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-10 16:18:11,statistical,medium,2026-03-10T16:18:11.325944,,32.2,35.4,26.7,31.8,84,85,65,75.7,1006.0,1020.0,1005.0,1012.7,2.6,5.9,1.8,3.8,332,309.0,0.0,7.3,1.9,1.5,36.1,76,76,44,59.3,10.1,15.8,9.7,12.5,10
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-10 16:18:11,statistical,medium,2026-03-10T16:18:11.054280,,31.5,36.0,25.5,30.3,75,85,65,74.7,1005.0,1020.0,1005.0,1013.0,6.0,5.9,1.2,3.9,182,9.0,0.0,6.3,1.1,0.7,16.0,68,75,49,58.5,12.2,14.3,10.5,12.7,10
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-10 16:18:11,statistical,medium,2026-03-10T16:18:11.308245,,32.1,33.9,26.8,30.6,83,84,65,75.9,1006.0,1018.0,1006.0,1011.3,4.4,5.8,1.0,3.0,150,229.3,0.0,5.4,4.8,0.6,15.3,69,73,50,61.9,10.4,15.8,10.5,12.3,10
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-10 16:18:11,statistical,medium,2026-03-10T16:18:11.581702,,29.9,35.1,25.5,30.6,75,85,65,74.8,1006.0,1020.0,1005.0,1011.2,2.9,5.7,1.1,3.1,85,48.8,0.0,7.1,0.1,0.8,19.4,52,72,46,59.8,12.8,15.8,10.8,13.2,5
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-10 16:18:12,statistical,medium,2026-03-10T16:18:12.032159,,31.3,33.3,24.9,29.6,85,85,65,75.1,1010.0,1020.0,1005.0,1012.6,2.5,5.8,1.0,3.4,330,267.8,0.5,5.0,3.0,0.3,8.0,61,72,46,59.2,10.5,15.1,9.3,12.7,10
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-10 16:18:12,statistical,medium,2026-03-10T16:18:12.576952,,30.9,34.9,25.1,29.9,69,85,65,75.4,1010.0,1019.0,1005.0,1012.5,4.5,5.9,1.2,3.4,105,204.2,0.0,6.3,0.7,0.5,11.7,59,77,46,60.5,14.7,15.7,10.3,13.1,10
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-10 16:18:10,statistical,medium,2026-03-10T16:18:10.469310,,31.9,36.0,26.0,30.9,65,85,65,75.5,1019.0,1019.0,1005.0,1012.0,5.1,5.5,1.2,3.2,350,171.0,3.7,2.9,0.3,0.3,7.6,42,74,43,59.7,13.0,15.6,10.2,12.6,15
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-10 16:18:10,statistical,medium,2026-03-10T16:18:10.525827,,30.8,35.8,25.2,29.9,84,85,66,75.9,1019.0,1020.0,1005.0,1011.0,4.5,5.0,1.2,2.8,277,116.6,0.0,7.8,0.1,0.8,18.8,71,77,46,59.5,11.9,14.2,10.9,12.6,10
AG_AP,Thị xã Tân Châu - An Giang,An Giang,Tân Châu,10.8,105.2167,2026-03-10 16:18:10,statistical,medium,2026-03-10T16:18:10.242852,,31.5,35.0,25.8,30.5,75,85,66,73.4,1010.0,1020.0,1005.0,1010.9,4.5,5.8,1.5,4.0,253,268.7,0.0,6.6,0.8,0.9,21.9,67,68,43,56.4,13.1,15.0,10.5,13.0,10
BR_CH,Huyện Châu Đức - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Châu Đức,10.65,107.25,2026-03-10 16:18:10,statistical,medium,2026-03-10T16:18:10.324600,,29.9,34.6,23.8,28.6,70,85,65,75.7,1018.0,1020.0,1005.0,1012.2,3.3,6.0,1.1,3.7,15,299.9,0.0,5.6,0.3,0.3,8.3,61,77,47,62.0,12.4,15.5,10.0,12.9,5
