station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-18 18:21:05,openmeteo,high,2026-03-18T18:15,,30.9,35.4,22.8,28.7,53,93,40,66.8,1009.5,1014.9,1006.4,1010.7,2.8,13.2,0.8,7.5,50,135.8,0.0,0.0,0.0,0.0,0.0,45,100,0,56.6,24.1,24.1,18.8,24.1,10
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-18 18:21:05,openmeteo,high,2026-03-18T18:15,,31.1,35.5,23.1,28.8,51,89,39,65.9,1009.4,1014.9,1006.4,1010.8,3.6,13.3,1.6,7.3,90,135.4,0.0,0.0,0.0,0.0,0.0,75,100,13,60.7,24.1,24.1,22.4,24.1,10
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-18 18:21:05,openmeteo,high,2026-03-18T18:15,,30.4,35.1,22.5,28.2,56,95,39,69.6,1009.4,1014.8,1006.5,1010.8,3.6,13.8,1.1,7.1,96,132.8,0.0,0.0,0.0,0.0,0.0,59,100,21,65.2,24.1,24.1,22.4,24.1,10
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-18 18:21:05,openmeteo,high,2026-03-18T18:15,,30.5,35.2,22.8,28.3,56,94,40,68.9,1009.4,1014.7,1006.4,1010.8,3.7,13.5,2.2,7.3,101,134.9,0.0,0.0,0.0,0.0,0.0,72,100,23,66.4,24.1,24.1,17.6,24.0,10
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-18 18:21:05,openmeteo,high,2026-03-18T18:15,,31.0,35.4,22.8,28.6,52,93,38,66.8,1009.4,1014.8,1006.4,1010.7,3.0,12.8,1.8,7.0,76,132.2,0.0,0.0,0.0,0.0,0.0,68,100,26,63.7,24.1,24.1,15.6,24.0,10
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-18 18:21:06,openmeteo,high,2026-03-18T18:15,,31.0,35.6,23.0,28.6,53,92,36,68.3,1009.5,1014.7,1006.3,1010.8,5.2,13.8,0.7,7.5,155,122.3,0.0,0.1,0.1,0.0,0.1,62,100,21,66.9,24.1,24.1,11.3,24.0,10
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-18 18:21:06,openmeteo,high,2026-03-18T18:15,,30.8,35.0,23.3,28.6,58,90,40,69.0,1009.6,1014.9,1006.5,1010.8,2.0,14.5,0.4,7.3,135,132.3,0.0,0.0,0.0,0.0,0.0,48,100,0,62.7,24.1,24.1,24.1,24.1,10
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-18 18:21:06,openmeteo,high,2026-03-18T18:15,,31.3,35.6,23.6,29.1,51,89,39,66.1,1009.5,1014.9,1006.6,1010.9,4.0,13.8,1.0,7.5,95,132.6,0.0,0.0,0.0,0.0,0.0,49,100,0,64.2,24.1,24.1,24.1,24.1,10
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-18 18:21:04,openmeteo,high,2026-03-18T18:15,,31.5,35.6,23.0,28.9,49,91,39,65.3,1009.4,1014.9,1006.4,1010.7,4.8,13.8,1.0,7.7,63,132.9,0.0,0.0,0.0,0.0,0.0,30,100,0,57.1,24.1,24.1,18.8,24.1,10
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-18 18:21:04,openmeteo,high,2026-03-18T18:15,,30.7,35.6,22.8,28.4,52,93,37,67.5,1009.5,1014.7,1006.4,1010.8,5.2,14.8,1.8,7.8,106,127.4,0.0,0.0,0.0,0.0,0.0,81,100,6,66.2,24.1,24.1,17.6,24.0,10
