station_id,station_name,province,province_std,district,latitude,longitude,timestamp,data_time,data_source,data_quality,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability,status,_source_file,_file_date,error_reason,_province_std
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 01:19:13,statistical,medium,27.8,34.2,24.5,29.2,73.0,85.0,65.0,75.2,1017.0,1020.0,1005.0,1013.9,2.7,5.7,1.0,3.5,251.0,126.1,0.0,4.9,0.9,0.4,10.2,64.0,76.0,46.0,60.6,13.9,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 02:19:13,statistical,medium,24.5,34.2,24.5,29.2,73.0,85.0,65.0,75.2,1015.0,1020.0,1005.0,1013.9,4.9,5.7,1.0,3.5,309.0,126.1,0.0,4.9,0.9,0.4,10.2,64.0,76.0,46.0,60.6,12.0,15.4,10.0,13.1,0,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 03:19:13,statistical,medium,26.2,34.2,24.5,29.2,82.0,85.0,65.0,75.2,1005.0,1020.0,1005.0,1013.9,5.5,5.7,1.0,3.5,52.0,126.1,0.0,4.9,0.9,0.4,10.2,58.0,76.0,46.0,60.6,12.5,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 04:19:13,statistical,medium,26.2,34.2,24.5,29.2,78.0,85.0,65.0,75.2,1014.0,1020.0,1005.0,1013.9,5.5,5.7,1.0,3.5,34.0,126.1,0.0,4.9,0.9,0.4,10.2,55.0,76.0,46.0,60.6,12.2,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 05:19:13,statistical,medium,27.5,34.2,24.5,29.2,69.0,85.0,65.0,75.2,1014.0,1020.0,1005.0,1013.9,2.1,5.7,1.0,3.5,149.0,126.1,0.0,4.9,0.9,0.4,10.2,62.0,76.0,46.0,60.6,15.0,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 06:19:13,statistical,medium,27.3,34.2,24.5,29.2,71.0,85.0,65.0,75.2,1019.0,1020.0,1005.0,1013.9,3.5,5.7,1.0,3.5,146.0,126.1,0.0,4.9,0.9,0.4,10.2,60.0,76.0,46.0,60.6,13.7,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 07:19:13,statistical,medium,24.8,34.2,24.5,29.2,73.0,85.0,65.0,75.2,1005.0,1020.0,1005.0,1013.9,2.9,5.7,1.0,3.5,158.0,126.1,0.0,4.9,0.9,0.4,10.2,62.0,76.0,46.0,60.6,14.7,15.4,10.0,13.1,0,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 08:19:13,statistical,medium,30.2,34.2,24.5,29.2,81.0,85.0,65.0,75.2,1015.0,1020.0,1005.0,1013.9,2.2,5.7,1.0,3.5,27.0,126.1,0.0,4.9,0.9,0.4,10.2,66.0,76.0,46.0,60.6,11.8,15.4,10.0,13.1,10,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 09:19:13,statistical,medium,29.9,34.2,24.5,29.2,74.0,85.0,65.0,75.2,1009.0,1020.0,1005.0,1013.9,2.5,5.7,1.0,3.5,99.0,126.1,0.0,4.9,0.9,0.4,10.2,59.0,76.0,46.0,60.6,13.0,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 10:19:13,statistical,medium,29.5,34.2,24.5,29.2,73.0,85.0,65.0,75.2,1013.0,1020.0,1005.0,1013.9,1.7,5.7,1.0,3.5,106.0,126.1,4.4,4.9,0.9,0.4,10.2,64.0,76.0,46.0,60.6,14.0,15.4,10.0,13.1,10,Mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 11:19:13,statistical,medium,30.5,34.2,24.5,29.2,85.0,85.0,65.0,75.2,1019.0,1020.0,1005.0,1013.9,1.2,5.7,1.0,3.5,133.0,126.1,0.0,4.9,0.9,0.4,10.2,76.0,76.0,46.0,60.6,12.6,15.4,10.0,13.1,10,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 12:19:13,statistical,medium,28.5,34.2,24.5,29.2,70.0,85.0,65.0,75.2,1011.0,1020.0,1005.0,1013.9,4.5,5.7,1.0,3.5,4.0,126.1,0.0,4.9,0.9,0.4,10.2,62.0,76.0,46.0,60.6,15.4,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 13:19:13,statistical,medium,34.2,34.2,24.5,29.2,75.0,85.0,65.0,75.2,1020.0,1020.0,1005.0,1013.9,1.0,5.7,1.0,3.5,164.0,126.1,0.0,4.9,0.9,0.4,10.2,56.0,76.0,46.0,60.6,13.0,15.4,10.0,13.1,10,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 14:19:13,statistical,medium,34.0,34.2,24.5,29.2,81.0,85.0,65.0,75.2,1012.0,1020.0,1005.0,1013.9,3.8,5.7,1.0,3.5,198.0,126.1,0.0,4.9,0.9,0.4,10.2,55.0,76.0,46.0,60.6,12.0,15.4,10.0,13.1,10,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 15:19:13,statistical,medium,31.1,34.2,24.5,29.2,76.0,85.0,65.0,75.2,1018.0,1020.0,1005.0,1013.9,5.7,5.7,1.0,3.5,137.0,126.1,0.0,4.9,0.9,0.4,10.2,67.0,76.0,46.0,60.6,13.3,15.4,10.0,13.1,10,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 16:19:13,statistical,medium,31.9,34.2,24.5,29.2,67.0,85.0,65.0,75.2,1006.0,1020.0,1005.0,1013.9,4.7,5.7,1.0,3.5,202.0,126.1,0.0,4.9,0.9,0.4,10.2,46.0,76.0,46.0,60.6,12.8,15.4,10.0,13.1,10,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 17:19:13,statistical,medium,29.6,34.2,24.5,29.2,74.0,85.0,65.0,75.2,1008.0,1020.0,1005.0,1013.9,3.5,5.7,1.0,3.5,193.0,126.1,0.0,4.9,0.9,0.4,10.2,60.0,76.0,46.0,60.6,14.8,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 18:19:13,statistical,medium,29.2,34.2,24.5,29.2,74.0,85.0,65.0,75.2,1019.0,1020.0,1005.0,1013.9,4.8,5.7,1.0,3.5,206.0,126.1,0.0,4.9,0.9,0.4,10.2,57.0,76.0,46.0,60.6,11.3,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 19:19:13,statistical,medium,31.1,34.2,24.5,29.2,81.0,85.0,65.0,75.2,1019.0,1020.0,1005.0,1013.9,2.6,5.7,1.0,3.5,111.0,126.1,0.0,4.9,0.9,0.4,10.2,62.0,76.0,46.0,60.6,11.6,15.4,10.0,13.1,10,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 20:19:13,statistical,medium,28.9,34.2,24.5,29.2,76.0,85.0,65.0,75.2,1020.0,1020.0,1005.0,1013.9,5.3,5.7,1.0,3.5,332.0,126.1,4.9,4.9,0.9,0.4,10.2,62.0,76.0,46.0,60.6,13.0,15.4,10.0,13.1,10,Mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 21:19:13,statistical,medium,28.5,34.2,24.5,29.2,65.0,85.0,65.0,75.2,1017.0,1020.0,1005.0,1013.9,1.8,5.7,1.0,3.5,65.0,126.1,0.0,4.9,0.9,0.4,10.2,48.0,76.0,46.0,60.6,15.4,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 22:19:13,statistical,medium,30.0,34.2,24.5,29.2,83.0,85.0,65.0,75.2,1016.0,1020.0,1005.0,1013.9,4.2,5.7,1.0,3.5,10.0,126.1,0.0,4.9,0.9,0.4,10.2,71.0,76.0,46.0,60.6,10.0,15.4,10.0,13.1,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-19 23:19:13,statistical,medium,29.9,34.2,24.5,29.2,76.0,85.0,65.0,75.2,1009.0,1020.0,1005.0,1013.9,3.7,5.7,1.0,3.5,143.0,126.1,0.9,4.9,0.9,0.4,10.2,58.0,76.0,46.0,60.6,14.2,15.4,10.0,13.1,5,Mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
AG_AT,Huyện An Phú - An Giang,An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-20 00:19:13,2026-03-20 00:19:13,statistical,medium,29.7,29.7,29.7,29.7,69.0,69.0,69.0,69.0,1010.0,1010.0,1010.0,1010.0,5.6,5.6,5.6,5.6,170.0,170.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,12.7,12.7,12.7,12.7,5,Không mưa,Bao_cao_An_Giang_20260320_001944.csv,20260320,,An Giang
