station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-10 16:20:44,openmeteo,high,2026-03-10T16:15,,33.5,34.8,22.3,28.2,43,92,36,66.7,1009.3,1015.0,1007.2,1011.4,14.1,18.1,0.4,6.8,52,84.6,0.0,0.3,0.1,0.0,1.0,76,100,0,49.9,24.1,24.1,3.2,23.8,10
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-10 16:20:44,openmeteo,high,2026-03-10T16:15,,33.3,34.7,22.3,28.1,44,92,39,67.3,1009.3,1014.9,1007.4,1011.5,9.8,15.3,0.4,6.8,73,89.1,0.0,0.2,0.1,0.0,0.7,78,95,4,54.1,24.1,24.1,6.3,23.8,10
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-10 16:20:45,openmeteo,high,2026-03-10T16:15,,32.7,34.1,22.0,27.6,47,94,41,71.2,1009.4,1014.8,1007.4,1011.5,9.1,17.7,0.4,6.9,99,92.6,0.0,0.3,0.1,0.0,1.0,67,89,6,52.4,24.1,24.1,6.3,23.8,10
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-10 16:20:46,openmeteo,high,2026-03-10T16:15,,32.9,34.2,22.0,27.8,47,95,41,70.3,1009.3,1014.8,1007.3,1011.4,8.4,16.2,0.4,6.6,97,94.4,0.0,0.6,0.1,0.1,1.5,75,91,0,53.0,24.1,24.1,10.8,23.8,10
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-10 16:20:45,openmeteo,high,2026-03-10T16:15,,33.3,34.7,21.9,28.0,44,94,39,68.3,1009.2,1014.8,1007.3,1011.4,9.2,13.8,0.0,6.3,69,89.6,0.0,0.2,0.1,0.0,0.9,63,94,5,54.8,24.1,24.1,4.5,23.7,10
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-10 16:20:46,openmeteo,high,2026-03-10T16:15,,32.2,34.2,22.6,27.6,52,94,43,70.9,1009.5,1014.7,1007.4,1011.4,7.8,19.6,1.5,7.8,124,94.1,0.0,1.4,0.1,0.1,3.2,79,89,7,55.7,24.1,24.1,6.0,23.8,10
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-10 16:20:46,openmeteo,high,2026-03-10T16:15,,32.7,34.4,22.9,28.1,47,90,40,68.9,1009.5,1014.8,1007.4,1011.5,10.1,17.7,0.4,7.4,94,92.9,0.0,0.4,0.1,0.0,1.0,76,93,4,56.3,24.1,24.1,4.6,23.8,10
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-10 16:20:46,openmeteo,high,2026-03-10T16:15,,33.4,34.8,22.7,28.5,44,91,39,66.7,1009.4,1014.9,1007.5,1011.5,10.2,17.5,0.7,7.6,82,88.6,0.0,0.2,0.1,0.0,0.4,81,90,0,56.4,24.1,24.1,4.6,23.8,10
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-10 16:20:44,openmeteo,high,2026-03-10T16:15,,33.8,34.6,22.5,28.2,41,91,38,66.5,1009.2,1014.9,1007.3,1011.4,14.5,17.3,0.4,7.0,60,83.1,0.0,0.3,0.1,0.0,0.8,67,100,5,54.1,24.1,24.1,3.2,23.8,10
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-10 16:20:44,openmeteo,high,2026-03-10T16:15,,32.8,34.4,22.4,27.7,49,94,40,70.0,1009.4,1014.7,1007.3,1011.4,8.4,19.1,0.8,7.3,115,92.2,0.0,0.3,0.1,0.0,1.1,61,96,2,55.7,24.1,24.1,10.8,23.8,10
