station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-14 15:53:37,openmeteo,high,2026-03-14T15:45,,31.7,34.5,22.8,27.7,57,95,42,71.2,1009.7,1015.2,1007.8,1011.6,5.0,11.9,0.5,6.5,69,128.4,0.0,2.0,0.1,0.4,10.7,58,100,0,52.2,24.1,24.1,18.8,24.0,10
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-14 15:53:38,openmeteo,high,2026-03-14T15:45,,31.7,34.3,22.6,27.7,55,95,39,70.0,1009.7,1015.2,1007.8,1011.6,6.3,13.6,1.6,6.6,77,124.4,0.0,1.1,0.1,0.2,3.8,67,85,0,49.5,24.1,24.1,24.1,24.1,10
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-14 15:53:38,openmeteo,high,2026-03-14T15:45,,31.5,34.0,22.6,27.3,55,95,40,73.1,1009.7,1015.2,1007.8,1011.6,7.3,14.0,0.8,6.4,79,121.5,0.0,1.4,0.1,0.2,5.4,52,89,0,53.8,24.1,24.1,24.1,24.1,10
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-14 15:53:39,openmeteo,high,2026-03-14T15:45,,31.7,34.0,22.6,27.5,56,95,40,72.5,1009.7,1015.2,1007.8,1011.6,6.6,13.9,0.8,6.4,81,126.7,0.0,1.3,0.1,0.2,6.0,54,89,9,55.2,24.1,24.1,20.1,24.1,10
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-14 15:53:38,openmeteo,high,2026-03-14T15:45,,31.8,34.4,22.6,27.6,55,95,40,70.9,1009.7,1015.2,1007.7,1011.6,5.2,12.3,0.5,6.2,74,126.7,0.0,1.3,0.1,0.2,5.6,69,89,14,53.6,24.1,24.1,23.5,24.1,10
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-14 15:53:39,openmeteo,high,2026-03-14T15:45,,31.5,34.3,22.7,27.6,56,93,39,72.0,1009.6,1015.1,1007.8,1011.6,9.0,16.2,1.5,7.3,67,110.0,0.0,2.0,0.1,0.2,4.8,79,100,0,57.4,24.1,24.1,4.4,23.7,10
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-14 15:53:39,openmeteo,high,2026-03-14T15:45,,31.8,34.0,23.4,27.8,53,93,41,71.4,1009.7,1015.1,1008.0,1011.7,9.9,14.8,0.4,6.9,71,113.8,0.0,1.1,0.1,0.1,3.3,48,84,0,52.8,24.1,24.1,10.4,23.8,10
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-14 15:53:39,openmeteo,high,2026-03-14T15:45,,32.0,34.4,22.9,28.1,53,95,40,69.8,1009.8,1015.2,1008.0,1011.7,8.3,14.0,0.5,6.9,72,114.5,0.0,1.2,0.1,0.2,4.2,54,87,0,54.6,24.1,24.1,10.4,23.8,10
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-14 15:53:37,openmeteo,high,2026-03-14T15:45,,31.6,34.3,22.8,27.7,56,94,42,71.1,1009.7,1015.2,1007.8,1011.6,6.2,12.8,0.8,6.7,69,119.3,0.0,1.3,0.1,0.4,8.8,58,99,0,50.6,24.1,24.1,18.8,24.0,10
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-14 15:53:37,openmeteo,high,2026-03-14T15:45,,31.4,34.5,22.6,27.5,56,95,38,71.3,1009.7,1015.1,1007.8,1011.6,8.0,15.5,1.1,7.1,80,118.5,0.0,1.2,0.2,0.2,4.5,81,100,0,57.8,24.1,24.1,20.1,24.1,10
AG_AP,Thị xã Tân Châu - An Giang,An Giang,Tân Châu,10.8,105.2167,2026-03-14 15:53:38,openmeteo,high,2026-03-14T15:45,,31.9,34.5,22.5,27.7,55,96,41,70.7,1009.7,1015.2,1007.7,1011.6,5.2,13.2,0.4,6.6,74,124.8,0.0,1.4,0.1,0.3,6.2,73,80,0,52.6,24.1,24.1,23.5,24.1,10
BR_CH,Huyện Châu Đức - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Châu Đức,10.65,107.25,2026-03-14 15:53:37,openmeteo,high,2026-03-14T15:45,,30.2,33.6,22.3,26.8,60,94,39,70.2,1010.1,1015.3,1009.1,1011.9,15.9,22.3,0.7,13.2,95,101.7,0.1,0.8,0.1,0.1,3.4,66,93,0,57.9,24.1,24.1,10.9,24.0,35
BR_CD,Huyện Côn Đảo - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Côn Đảo,8.6822,106.6089,2026-03-14 15:53:36,openmeteo,high,2026-03-14T15:45,,26.4,26.9,25.7,26.3,80,83,71,79.5,1010.4,1014.6,1009.5,1011.9,25.1,30.3,11.8,22.1,61,78.0,0.0,0.1,0.1,0.0,0.3,36,100,13,45.8,24.1,24.1,24.1,24.1,5
BR_LD,Huyện Long Điền - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Long Điền,10.4667,107.2333,2026-03-14 15:53:37,openmeteo,high,2026-03-14T15:45,,30.3,32.7,23.4,27.4,60,89,45,70.2,1010.2,1015.3,1009.3,1011.9,20.5,24.8,2.3,15.7,93,100.3,0.0,0.2,0.1,0.0,0.4,64,95,0,52.4,24.1,24.1,24.1,24.1,10
BR_XM,Huyện Xuyên Mộc - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Xuyên Mộc,10.6333,107.4333,2026-03-14 15:53:36,openmeteo,high,2026-03-14T15:45,,29.9,33.5,22.3,26.6,60,92,40,71.9,1010.3,1015.4,1009.2,1012.0,16.6,20.5,0.4,11.6,94,98.6,0.1,0.5,0.1,0.1,1.8,59,93,0,56.7,24.1,24.1,24.1,24.1,30
BR_DD,Huyện Đất Đỏ - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Đất Đỏ,10.5,107.2833,2026-03-14 15:53:36,openmeteo,high,2026-03-14T15:45,,30.2,32.6,23.4,27.3,60,89,45,70.2,1010.2,1015.3,1009.3,1011.9,20.5,24.8,2.3,15.7,93,100.3,0.0,0.2,0.1,0.0,0.4,64,95,0,52.4,24.1,24.1,24.1,24.1,10
BR_BR,Thành phố Bà Rịa - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Bà Rịa,10.5,107.1833,2026-03-14 15:53:36,openmeteo,high,2026-03-14T15:45,,30.1,32.6,24.1,27.5,62,87,45,71.1,1010.2,1015.2,1009.1,1011.8,10.9,19.7,2.2,11.7,117,107.4,0.1,0.6,0.1,0.1,2.0,47,87,0,56.0,24.1,24.1,24.1,24.1,35
BR_VT,Thành phố Vũng Tàu - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Vũng Tàu,10.346,107.0843,2026-03-14 15:53:35,openmeteo,high,2026-03-14T15:45,,30.1,32.6,24.1,27.5,62,87,45,71.1,1010.2,1015.2,1009.1,1011.8,10.9,19.7,2.2,11.7,117,107.4,0.1,0.6,0.1,0.1,2.0,47,87,0,56.0,24.1,24.1,24.1,24.1,35
BR_PT,Thị xã Phú Mỹ - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Phú Mỹ,10.6,107.05,2026-03-14 15:53:36,openmeteo,high,2026-03-14T15:45,,29.8,34.2,24.0,27.5,66,93,41,70.8,1010.2,1015.2,1008.7,1011.7,10.0,19.8,1.5,10.2,150,115.4,0.3,1.7,0.1,0.3,7.4,63,92,0,57.1,24.1,24.1,18.9,24.0,30
BR_CD2,Đảo Côn Sơn - Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,Côn Đảo,8.6822,106.6089,2026-03-14 15:54:31,openmeteo,high,2026-03-14T15:45,,26.4,26.9,25.7,26.3,80,83,71,79.5,1010.4,1014.6,1009.5,1011.9,25.1,30.3,11.8,22.1,61,78.0,0.0,0.1,0.1,0.0,0.3,36,100,13,45.8,24.1,24.1,24.1,24.1,5
BD_BA,Huyện Bàu Bàng - Bình Dương,Bình Dương,Bàu Bàng,11.25,106.8,2026-03-14 15:53:32,openmeteo,high,2026-03-14T15:45,,32.2,35.1,22.7,27.6,46,94,35,68.3,1009.5,1015.3,1007.5,1011.6,3.2,18.0,0.8,6.3,90,138.2,0.0,1.7,0.1,0.2,5.9,75,94,0,54.6,24.1,24.1,18.2,24.0,10
BD_BC,Huyện Bắc Tân Uyên - Bình Dương,Bình Dương,Bắc Tân Uyên,11.1667,106.8667,2026-03-14 15:53:32,openmeteo,high,2026-03-14T15:45,,31.5,35.1,22.9,27.4,54,97,34,69.4,1009.6,1015.3,1007.6,1011.6,7.3,19.2,0.8,6.8,147,129.7,0.0,1.9,0.1,0.4,10.0,59,92,0,53.4,24.1,24.1,18.2,24.0,10
BD_DH,Huyện Dầu Tiếng - Bình Dương,Bình Dương,Dầu Tiếng,11.2667,106.3667,2026-03-14 15:53:31,openmeteo,high,2026-03-14T15:45,,32.6,34.9,22.4,27.8,47,96,38,70.6,1009.5,1015.2,1007.6,1011.5,4.5,18.1,1.1,6.4,76,152.2,0.0,2.6,0.1,0.4,10.5,41,100,0,52.4,21.8,24.1,9.5,23.9,10
BD_PG,Huyện Phú Giáo - Bình Dương,Bình Dương,Phú Giáo,11.3333,106.7667,2026-03-14 15:53:31,openmeteo,high,2026-03-14T15:45,,32.1,35.1,22.6,27.7,49,92,35,67.6,1009.4,1015.3,1007.4,1011.6,2.4,18.1,0.5,5.8,63,156.9,0.0,1.1,0.1,0.1,2.4,69,95,0,55.2,24.1,24.1,18.2,24.0,10
BD_TDM,Thành phố Thủ Dầu Một - Bình Dương,Bình Dương,Thủ Dầu Một,10.9804,106.6519,2026-03-14 15:53:29,openmeteo,high,2026-03-14T15:45,,32.2,35.0,23.0,27.7,51,95,37,71.2,1009.5,1015.2,1007.6,1011.6,5.9,19.7,0.8,7.7,142,130.7,0.0,2.0,0.2,0.4,9.8,60,100,0,57.9,24.1,24.1,16.0,24.0,10
BD_BG,Thị xã Bến Cát - Bình Dương,Bình Dương,Bến Cát,11.15,106.6,2026-03-14 15:53:30,openmeteo,high,2026-03-14T15:45,,32.3,35.1,22.7,27.7,48,96,37,70.3,1009.5,1015.2,1007.5,1011.6,5.2,18.9,0.5,7.0,124,133.7,0.0,1.8,0.2,0.4,8.6,65,95,0,57.1,24.1,24.1,12.8,24.0,10
BD_DT,Thị xã Dĩ An - Bình Dương,Bình Dương,Dĩ An,10.9,106.7667,2026-03-14 15:53:31,openmeteo,high,2026-03-14T15:45,,30.0,34.9,23.0,27.5,63,95,37,71.0,1009.9,1015.2,1007.7,1011.6,11.4,17.3,0.0,8.3,156,123.9,0.0,1.1,0.1,0.3,6.4,72,100,0,58.4,24.1,24.1,16.0,24.0,5
BD_TN,Thị xã Thuận An - Bình Dương,Bình Dương,Thuận An,10.9333,106.7,2026-03-14 15:53:30,openmeteo,high,2026-03-14T15:45,,30.2,35.1,23.2,27.7,63,95,37,71.0,1009.9,1015.2,1007.7,1011.6,11.4,17.3,0.0,8.3,156,123.9,0.0,1.1,0.1,0.3,6.4,72,100,0,58.4,24.1,24.1,16.0,24.0,10
BD_TU,Thị xã Tân Uyên - Bình Dương,Bình Dương,Tân Uyên,11.0667,106.8,2026-03-14 15:53:30,openmeteo,high,2026-03-14T15:45,,32.5,35.3,22.9,27.9,48,96,37,70.3,1009.5,1015.2,1007.5,1011.6,5.2,18.9,0.5,7.0,124,133.7,0.0,1.8,0.2,0.4,8.6,65,95,0,57.1,24.1,24.1,16.0,24.0,10
BP_DX,Thành phố Đồng Xoài - Bình Phước,Bình Phước,Đồng Xoài,11.5349,106.8823,2026-03-14 15:54:22,openmeteo,high,2026-03-14T15:45,,32.7,35.6,22.2,28.0,43,92,33,65.7,1009.4,1015.4,1007.3,1011.5,2.3,16.2,0.4,4.9,18,221.4,0.0,0.5,0.1,0.0,1.2,74,100,0,53.3,24.1,24.1,6.0,24.0,10
