station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-10 17:32:35,openmeteo,high,2026-03-10T17:30,,31.7,34.8,22.3,28.1,50,94,39,67.8,1009.7,1015.2,1007.0,1011.4,9.7,17.1,0.5,6.9,59,71.5,0.0,0.1,0.1,0.0,0.1,58,100,0,47.0,24.1,24.1,3.2,23.8,10
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-10 17:32:38,openmeteo,high,2026-03-10T17:30,,31.3,34.7,22.4,28.1,52,93,41,67.6,1009.9,1015.2,1007.1,1011.4,7.5,15.3,0.5,6.8,107,90.1,0.0,0.5,0.1,0.0,0.9,78,98,8,53.6,24.1,24.1,6.3,23.8,10
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-10 17:32:45,statistical,medium,2026-03-10T17:32:45.419500,,32.3,37.7,27.0,32.0,85,84,68,75.0,1010.0,1020.0,1005.0,1011.4,5.5,5.5,1.0,3.2,20,6.5,0.0,7.7,1.8,1.0,25.1,74,74,52,60.5,11.5,15.3,9.7,13.0,10
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-10 17:32:37,openmeteo,high,2026-03-10T17:30,,30.1,34.2,22.5,27.8,62,97,43,70.9,1010.1,1015.0,1007.0,1011.3,6.7,16.2,0.5,6.7,126,94.3,0.0,1.1,0.1,0.1,2.4,86,94,0,54.6,24.1,24.1,10.8,23.8,10
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-10 17:32:45,openmeteo,high,2026-03-10T17:30,,31.3,34.7,22.0,28.0,52,94,41,68.7,1009.9,1015.1,1007.0,1011.3,7.3,13.8,0.8,6.4,101,86.8,0.0,0.3,0.1,0.0,0.4,86,98,0,53.0,24.1,24.1,4.5,23.7,10
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-10 17:32:41,openmeteo,high,2026-03-10T17:30,,30.5,34.2,22.9,27.6,60,94,43,71.2,1010.2,1014.9,1007.2,1011.4,5.9,19.6,1.9,8.1,166,94.7,0.0,0.3,0.1,0.1,1.9,80,95,3,56.9,24.1,24.1,6.0,23.8,10
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-10 17:32:44,openmeteo,high,2026-03-10T17:30,,30.4,34.4,23.0,28.1,60,91,40,69.0,1010.1,1015.1,1007.3,1011.4,8.4,17.7,0.7,7.3,149,95.1,0.0,0.3,0.1,0.0,1.1,77,100,5,58.1,24.1,24.1,4.6,23.8,10
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-10 17:32:39,openmeteo,high,2026-03-10T17:30,,31.1,34.8,22.8,28.4,54,93,40,67.2,1010.1,1015.2,1007.3,1011.5,9.0,17.5,0.8,7.5,127,90.8,0.0,0.6,0.1,0.0,0.9,75,100,4,59.4,24.1,24.1,4.6,23.8,10
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-10 17:32:32,openmeteo,high,2026-03-10T17:30,,32.0,34.6,22.6,28.2,48,92,40,67.1,1009.8,1015.2,1007.0,1011.3,10.1,17.0,0.4,7.1,63,74.1,0.0,0.0,0.0,0.0,0.0,75,100,0,48.7,24.1,24.1,3.2,23.8,10
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-10 17:32:32,openmeteo,high,2026-03-10T17:30,,30.7,34.4,22.8,27.7,57,95,40,70.4,1010.1,1015.0,1007.1,1011.3,7.7,19.1,1.0,7.6,118,92.7,0.0,0.9,0.1,0.1,1.3,49,91,0,56.3,24.1,24.1,10.8,23.8,10
