station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-11 11:01:13,openmeteo,high,2026-03-11T18:00,,30.4,34.7,22.1,27.7,56,94,39,69.8,1009.2,1015.4,1007.5,1011.4,3.6,13.3,0.4,6.7,37,74.6,0.0,0.0,0.0,0.0,0.0,15,100,0,46.1,24.1,24.1,2.6,23.5,10
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-11 11:01:13,openmeteo,high,2026-03-11T18:00,,30.2,34.6,22.5,27.6,55,96,39,69.7,1009.4,1015.4,1007.5,1011.4,3.6,14.2,0.4,6.7,6,95.0,0.0,0.0,0.0,0.0,0.0,9,85,0,51.7,24.1,24.1,8.4,24.0,10
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-11 11:01:13,openmeteo,high,2026-03-11T18:00,,30.3,34.4,22.3,27.2,58,95,39,72.7,1009.3,1015.4,1007.5,1011.4,3.2,15.9,1.0,7.2,360,99.4,0.0,0.1,0.1,0.0,0.1,48,95,0,57.9,24.1,24.1,8.4,24.0,10
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-11 11:01:13,openmeteo,high,2026-03-11T18:00,,30.5,34.4,22.1,27.5,56,95,39,71.7,1009.2,1015.4,1007.5,1011.4,3.1,15.6,0.4,7.1,21,104.0,0.0,0.1,0.1,0.0,0.1,43,93,0,56.9,24.1,24.1,12.2,23.9,10
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-11 11:01:14,openmeteo,high,2026-03-11T18:00,,30.2,34.7,22.0,27.6,56,96,38,70.6,1009.2,1015.4,1007.5,1011.4,3.7,13.5,0.0,6.3,349,94.5,0.0,0.0,0.0,0.0,0.0,33,91,0,50.4,24.1,24.1,3.6,23.7,10
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-11 11:01:14,openmeteo,high,2026-03-11T18:00,,30.3,34.2,22.7,27.3,60,92,39,72.2,1009.5,1015.2,1007.7,1011.4,6.6,17.6,2.2,8.4,171,96.6,0.0,1.5,0.2,0.2,4.4,88,88,0,56.9,24.1,24.1,7.3,23.7,10
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-11 11:01:15,openmeteo,high,2026-03-11T18:00,,30.7,34.3,23.2,27.7,52,93,40,70.6,1009.4,1015.3,1007.6,1011.5,5.4,15.7,1.1,7.2,42,94.1,0.0,0.1,0.1,0.0,0.1,27,83,0,58.5,24.1,24.1,5.3,23.8,10
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-11 11:01:15,openmeteo,high,2026-03-11T18:00,,30.8,34.9,22.9,28.1,51,95,38,68.7,1009.5,1015.4,1007.6,1011.5,5.6,15.5,0.5,7.4,27,91.7,0.0,0.1,0.1,0.0,0.1,9,93,4,57.6,24.1,24.1,5.3,23.8,10
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-11 11:01:12,openmeteo,high,2026-03-11T18:00,,30.4,34.5,22.3,27.7,55,96,40,69.8,1009.3,1015.4,1007.5,1011.4,5.6,14.6,0.4,6.8,63,80.3,0.0,0.0,0.0,0.0,0.0,11,100,0,47.8,24.1,24.1,2.6,23.5,10
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-11 11:01:13,openmeteo,high,2026-03-11T18:00,,30.9,34.3,22.6,27.4,56,94,39,71.3,1009.3,1015.4,1007.5,1011.4,1.8,18.3,0.5,7.9,101,101.0,0.0,0.1,0.1,0.0,0.2,63,89,0,57.2,24.1,24.1,12.2,23.9,10
AG_AP,Thị xã Tân Châu - An Giang,An Giang,Tân Châu,10.8,105.2167,2026-03-11 11:01:12,openmeteo,high,2026-03-11T18:00,,30.6,34.7,21.4,27.6,54,96,39,70.2,1009.2,1015.4,1007.5,1011.4,3.6,13.8,0.8,6.6,360,84.5,0.0,0.0,0.0,0.0,0.0,18,97,0,48.3,24.1,24.1,3.6,23.7,10
