station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-17 14:54:06,openmeteo,high,2026-03-17T14:45,,33.3,35.0,22.4,28.3,43,92,40,67.4,1008.8,1015.0,1007.0,1011.0,6.5,12.7,2.3,7.2,90,137.4,0.0,0.1,0.1,0.0,0.1,75,100,0,57.9,24.1,24.1,11.9,23.9,10
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-17 14:54:06,openmeteo,high,2026-03-17T14:45,,33.3,35.1,23.0,28.4,41,90,40,66.6,1008.8,1014.9,1007.1,1011.1,8.3,14.8,2.2,7.4,95,137.6,0.0,0.0,0.0,0.0,0.0,75,100,0,60.4,24.1,24.1,8.7,23.8,10
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-17 14:54:07,openmeteo,high,2026-03-17T14:45,,33.1,34.8,22.3,27.8,42,97,40,70.4,1008.8,1014.9,1007.1,1011.1,9.4,15.8,0.5,7.2,92,136.8,0.0,0.0,0.0,0.0,0.0,91,100,0,65.0,24.1,24.1,8.7,23.8,10
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-17 14:54:07,openmeteo,high,2026-03-17T14:45,,33.2,34.8,22.5,28.0,42,95,41,69.7,1008.8,1014.8,1007.0,1011.0,8.7,14.8,1.0,7.2,95,138.8,0.0,0.0,0.0,0.0,0.0,91,100,0,64.4,24.1,24.1,8.2,24.0,10
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-17 14:54:08,openmeteo,high,2026-03-17T14:45,,33.4,35.2,22.4,28.2,41,93,40,67.8,1008.8,1014.9,1007.1,1011.0,7.6,13.2,1.9,6.9,93,135.9,0.0,0.0,0.0,0.0,0.0,80,100,0,61.6,24.1,24.1,11.4,23.9,10
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-17 14:54:07,openmeteo,high,2026-03-17T14:45,,33.1,34.9,22.8,28.1,42,93,40,69.3,1008.7,1014.8,1007.0,1011.1,10.8,16.5,1.6,7.7,88,128.0,0.0,0.0,0.0,0.0,0.0,60,100,0,66.2,24.1,24.1,8.4,23.8,10
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-17 14:54:08,openmeteo,high,2026-03-17T14:45,,33.1,34.9,23.1,28.2,43,91,40,69.5,1008.8,1014.9,1007.2,1011.2,10.5,15.5,1.5,7.5,82,132.9,0.0,0.0,0.0,0.0,0.0,93,100,0,62.4,24.1,24.1,13.8,23.9,10
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-17 14:54:08,openmeteo,high,2026-03-17T14:45,,33.6,35.3,23.6,28.7,42,89,39,66.7,1008.9,1015.0,1007.2,1011.2,9.7,15.8,2.1,7.8,86,132.2,0.0,0.1,0.1,0.0,0.1,88,100,0,62.3,24.1,24.1,13.8,23.9,10
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-17 14:54:05,openmeteo,high,2026-03-17T14:45,,33.4,35.0,22.7,28.5,41,91,39,66.3,1008.8,1015.0,1007.0,1011.0,7.6,14.1,2.5,7.3,87,136.9,0.0,0.2,0.2,0.0,0.2,82,100,0,58.0,24.1,24.1,11.9,23.9,10
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-17 14:54:05,openmeteo,high,2026-03-17T14:45,,33.3,35.0,22.3,28.1,41,95,39,68.3,1008.8,1014.8,1007.0,1011.0,10.5,16.1,2.3,7.7,94,132.1,0.0,0.0,0.0,0.0,0.0,71,100,0,64.3,24.1,24.1,8.2,24.0,10
