station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
AG_AT,Huyện An Phú - An Giang,An Giang,An Phú,10.8333,105.0833,2026-03-10 20:31:04,openmeteo,high,2026-03-10T20:30,,26.7,34.8,22.3,28.1,76,94,39,67.8,1012.5,1015.2,1007.0,1011.4,9.2,17.1,0.5,6.9,129,71.5,0.0,0.1,0.1,0.0,0.1,87,100,0,47.0,24.1,24.1,2.6,23.4,5
AG_CL,Huyện Châu Phú - An Giang,An Giang,Châu Phú,10.5667,105.1667,2026-03-10 20:31:05,openmeteo,high,2026-03-10T20:30,,26.6,34.7,22.4,28.1,77,93,41,67.6,1012.6,1015.2,1007.1,1011.4,5.8,15.3,0.5,6.8,150,90.1,0.0,0.5,0.1,0.0,0.9,27,98,8,53.6,24.1,24.1,8.9,23.8,5
AG_CP,Huyện Châu Thành - An Giang,An Giang,Châu Thành,10.45,105.25,2026-03-10 20:31:04,openmeteo,high,2026-03-10T20:30,,25.8,34.1,22.3,27.5,83,94,42,71.6,1012.7,1015.1,1007.1,1011.4,5.6,17.7,0.4,6.9,153,94.4,0.0,0.9,0.1,0.1,2.0,45,95,9,55.5,24.1,24.1,8.9,23.8,5
AG_CT,Huyện Chợ Mới - An Giang,An Giang,Chợ Mới,10.5333,105.3833,2026-03-10 20:31:05,openmeteo,high,2026-03-10T20:30,,26.0,34.2,22.5,27.8,82,97,43,70.9,1012.8,1015.0,1007.0,1011.3,5.6,16.2,0.5,6.7,153,94.3,0.0,1.1,0.1,0.1,2.4,48,94,0,54.6,24.1,24.1,7.5,23.9,5
AG_PT,Huyện Phú Tân - An Giang,An Giang,Phú Tân,10.65,105.2833,2026-03-10 20:31:05,openmeteo,high,2026-03-10T20:30,,26.4,34.7,22.0,28.0,78,94,41,68.7,1012.6,1015.1,1007.0,1011.3,7.3,13.8,0.8,6.4,147,86.8,0.0,0.3,0.1,0.0,0.4,44,98,0,53.0,23.4,24.1,4.7,23.8,5
AG_TV,Huyện Thoại Sơn - An Giang,An Giang,Thoại Sơn,10.2667,105.2667,2026-03-10 20:31:05,openmeteo,high,2026-03-10T20:30,,26.3,34.2,22.9,27.6,84,94,43,71.2,1012.8,1014.9,1007.2,1011.4,5.3,19.6,1.9,8.1,152,94.7,0.1,0.3,0.1,0.1,1.9,64,95,3,56.9,24.1,24.1,15.1,24.0,30
AG_TX,Huyện Tri Tôn - An Giang,An Giang,Tri Tôn,10.4167,105.0,2026-03-10 20:31:06,openmeteo,high,2026-03-10T20:30,,26.7,34.4,23.0,28.1,81,91,40,69.0,1012.7,1015.1,1007.3,1011.4,4.8,17.7,0.7,7.3,167,95.1,0.1,0.3,0.1,0.0,1.1,47,100,5,58.1,24.1,24.1,4.2,23.7,30
AG_TN,Huyện Tịnh Biên - An Giang,An Giang,Tịnh Biên,10.55,105.0,2026-03-10 20:31:05,openmeteo,high,2026-03-10T20:30,,26.9,34.8,22.8,28.4,78,93,40,67.2,1012.7,1015.2,1007.3,1011.5,5.6,17.5,0.8,7.5,165,90.8,0.0,0.6,0.1,0.0,0.9,39,100,4,59.4,24.1,24.1,4.2,23.7,5
AG_CD,Thành phố Châu Đốc - An Giang,An Giang,Châu Đốc,10.7,105.1167,2026-03-10 20:31:04,openmeteo,high,2026-03-10T20:30,,26.9,34.6,22.6,28.2,76,92,40,67.1,1012.4,1015.2,1007.0,1011.3,9.7,17.0,0.4,7.1,149,74.1,0.0,0.0,0.0,0.0,0.0,60,100,0,48.7,24.1,24.1,2.6,23.4,5
AG_LX,Thành phố Long Xuyên - An Giang,An Giang,Long Xuyên,10.3865,105.4351,2026-03-10 20:31:03,openmeteo,high,2026-03-10T20:30,,25.9,34.4,22.8,27.7,84,95,40,70.4,1012.8,1015.0,1007.1,1011.3,4.7,19.1,1.0,7.6,157,92.7,0.2,0.9,0.1,0.1,1.3,58,91,0,56.3,24.1,24.1,7.5,23.9,30
