station_id,station_name,province,district,rain_total,status,timestamp,data_time
Đập Đáy,Đập Đáy,Hà Nội,xã Đan Phượng,4.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Quảng Oai,Quảng Oai,Hà Nội,xã Quảng Oai,4.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Phúc Thọ,Phúc Thọ,Hà Nội,xã Phúc Lộc,3.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Chợ Cháy,Chợ Cháy,Hà Nội,xã Ứng Hòa,3.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thạch Thất,Thạch Thất,Hà Nội,xã Thạch Thất,2.6,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Xuân Mai,Xuân Mai,Hà Nội,xã Xuân Mai,2.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Hoài Đức,Hoài Đức,Hà Nội,xã Sơn Đồng,2.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Sóc Sơn,Sóc Sơn,Hà Nội,xã Sóc Sơn,1.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Quốc Oai,Quốc Oai,Hà Nội,xã Kiều Phú,1.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Bất Bạt,Bất Bạt,Hà Nội,xã Bất Bạt,1.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Suối Hai,Suối Hai,Hà Nội,xã Bất Bạt,1.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Vân Đình,Vân Đình,Hà Nội,xã Vân Đình,0.8,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thanh Oai,Thanh Oai,Hà Nội,xã Thanh Oai,0.8,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Cầu Rậm,Cầu Rậm,Hà Nội,xã Hồng Sơn,0.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thường Tín,Thường Tín,Hà Nội,xã Thường Tín,0.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Đông Anh,Đông Anh,Hà Nội,xã Đông Anh,0.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Kim Anh,Kim Anh,Hà Nội,xã Nội Bài,0.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Liên Mạc,Liên Mạc,Hà Nội,phường Thượng Cát,0.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Phú Xuyên,Phú Xuyên,Hà Nội,xã Phượng Dực,0.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Miếu Môn,Miếu Môn,Hà Nội,xã Trần Phú,0.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Trâu Quỳ,Trâu Quỳ,Hà Nội,xã Gia Lâm,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
Hương Sơn,Hương Sơn,Hà Nội,xã Hương Sơn,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
Thanh Trì,Thanh Trì,Hà Nội,xã Thanh Trì,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
Chúc Sơn,Chúc Sơn,Hà Nội,phường Chương Mỹ,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
An Khánh,An Khánh,Hà Nội,xã An Khánh,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
Trương Lương,Trương Lương,Cao Bằng,xã Minh Tâm,20.8,Mưa vừa,09/03/2026 19:00,09/03/2026 11:58:35
Quang Vinh,Quang Vinh,Cao Bằng,xã Quang Hán,19.2,Mưa vừa,09/03/2026 19:00,09/03/2026 11:58:35
Tà Sa,Tà Sa,Cao Bằng,xã Minh Tâm,18.6,Mưa vừa,09/03/2026 19:00,09/03/2026 11:58:35
Cần Yên,Cần Yên,Cao Bằng,xã Cần Yên,16.0,Mưa vừa,09/03/2026 19:00,09/03/2026 11:58:35
Tri Phương,Tri Phương,Cao Bằng,xã Quang Trung,16.0,Mưa vừa,09/03/2026 19:00,09/03/2026 11:58:35
Đức Thông,Đức Thông,Cao Bằng,xã Canh Tân,15.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Tam Kim,Tam Kim,Cao Bằng,xã Tam Kim,15.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Tĩnh Túc,Tĩnh Túc,Cao Bằng,xã Tĩnh Túc,14.8,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Trà Lĩnh,Trà Lĩnh,Cao Bằng,xã Trà Lĩnh,14.6,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thạch An,Thạch An,Cao Bằng,xã Đông Khê,13.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Minh Long,Minh Long,Cao Bằng,xã Lý Quốc,12.8,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Quảng Uyên,Quảng Uyên,Cao Bằng,xã Quảng Uyên,12.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Đàm Thủy,Đàm Thủy,Cao Bằng,xã Đàm Thủy,12.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Kim Loan,Kim Loan,Cao Bằng,xã Vinh Quý,11.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Đức Long,Đức Long,Cao Bằng,xã Đức Long,11.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Nà Ràng,Nà Ràng,Cao Bằng,xã Hà Quảng,10.6,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Cách Linh,Cách Linh,Cao Bằng,xã Bế Văn Đàn,10.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Cốc Pàng,Cốc Pàng,Cao Bằng,xã Cốc Pàng,9.6,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Năm Làng,Năm Làng,Cao Bằng,xã Kim Đồng,8.8,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Cô Ba,Cô Ba,Cao Bằng,xã Cô Ba,8.0,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thông Nông,Thông Nông,Cao Bằng,xã Thông Nông,7.8,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Yên Thổ,Yên Thổ,Cao Bằng,xã Yên Thổ,6.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thạch Lâm,Thạch Lâm,Cao Bằng,xã Quảng Lâm,6.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thái Học,Thái Học,Cao Bằng,xã Yên Thổ,5.4,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Án Lại,Án Lại,Cao Bằng,xã Nguyễn Huệ,4.8,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Hạ Lang,Hạ Lang,Cao Bằng,xã Hạ Lang,4.2,Mưa nhỏ,09/03/2026 19:00,09/03/2026 11:58:35
Thành Công,Thành Công,Cao Bằng,xã Thành Công,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
Phi Hải,Phi Hải,Cao Bằng,xã Quảng Uyên,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
Sơn Lộ,Sơn Lộ,Cao Bằng,xã Sơn Lộ,0.0,Không mưa,09/03/2026 19:00,09/03/2026 11:58:35
